Airfoil
1.0 0.0
0.975422 0.004917
0.951139 0.009669
0.927149 0.014257
0.903455 0.018683
0.880055 0.02295
0.85695 0.027058
0.834141 0.031011
0.811628 0.034811
0.789411 0.038458
0.767491 0.041955
0.745868 0.045305
0.724541 0.048509
0.703513 0.051569
0.682782 0.054487
0.66235 0.057265
0.642216 0.059905
0.622381 0.062409
0.602845 0.064779
0.583608 0.067017
0.564672 0.069125
0.546035 0.071104
0.527699 0.072958
0.509664 0.074687
0.491931 0.076295
0.474498 0.077782
0.457368 0.079151
0.440539 0.080403
0.424013 0.081541
0.40779 0.082568
0.39187 0.083483
0.376254 0.084291
0.360941 0.084992
0.345932 0.085588
0.331228 0.086082
0.316829 0.086476
0.302734 0.086771
0.288945 0.08697
0.275462 0.087074
0.262285 0.087086
0.249414 0.087007
0.236851 0.08684
0.224594 0.086586
0.212644 0.086247
0.201002 0.085826
0.189669 0.085324
0.178643 0.084743
0.167927 0.084085
0.157519 0.083353
0.147421 0.082548
0.137632 0.081672
0.128154 0.080728
0.118986 0.079716
0.110128 0.07864
0.101582 0.0775
0.093346 0.0763
0.085423 0.075041
0.077811 0.073725
0.070512 0.072354
0.063525 0.07093
0.056852 0.069454
0.050491 0.06793
0.044445 0.066359
0.038712 0.064742
0.033293 0.063082
0.02819 0.061382
0.023401 0.059642
0.018927 0.057864
0.014769 0.056052
0.010927 0.054206
0.007401 0.052329
0.004191 0.050423
0.001299 0.048489
-0.001276 0.04653
-0.003534 0.044548
-0.005474 0.042544
-0.007095 0.040521
-0.008398 0.03848
-0.009382 0.036424
-0.010047 0.034354
-0.010393 0.032273
-0.010418 0.030182
-0.010124 0.028084
-0.009509 0.02598
-0.008573 0.023872
-0.007316 0.021763
-0.005737 0.019654
-0.003837 0.017547
-0.001614 0.015445
0.000931 0.013349
0.003799 0.011261
0.00699 0.009184
0.010504 0.007118
0.014343 0.005067
0.018505 0.003032
0.022992 0.001014
0.027803 -0.000983
0.03294 -0.002957
0.038402 -0.004908
0.04419 -0.006833
0.050304 -0.00873
0.056744 -0.010597
0.063512 -0.012432
0.070606 -0.014233
0.078027 -0.015998
0.085777 -0.017726
0.093854 -0.019413
0.10226 -0.021059
0.110994 -0.022661
0.120058 -0.024217
0.129451 -0.025725
0.139173 -0.027184
0.149226 -0.028591
0.159609 -0.029944
0.170322 -0.031242
0.181367 -0.032482
0.192743 -0.033662
0.20445 -0.034781
0.21649 -0.035836
0.228862 -0.036826
0.241566 -0.037748
0.254604 -0.038601
0.267974 -0.039382
0.281679 -0.04009
0.295717 -0.040723
0.31009 -0.041278
0.324797 -0.041753
0.339839 -0.042148
0.355217 -0.042459
0.37093 -0.042685
0.386979 -0.042823
0.403364 -0.042872
0.420086 -0.042831
0.437145 -0.042695
0.454541 -0.042465
0.472274 -0.042138
0.490346 -0.041711
0.508755 -0.041184
0.527503 -0.040553
0.54659 -0.039817
0.566017 -0.038974
0.585782 -0.038023
0.605888 -0.03696
0.626334 -0.035784
0.64712 -0.034494
0.668247 -0.033086
0.689716 -0.03156
0.711526 -0.029912
0.733677 -0.028142
0.756171 -0.026248
0.779007 -0.024226
0.802187 -0.022075
0.825709 -0.019794
0.849575 -0.017381
0.873784 -0.014832
0.898338 -0.012147
0.923236 -0.009323
0.948479 -0.006359
0.974067 -0.003252
1.0 0.0
