G0N1
1.0 0.0
0.99494 0.001021
0.987316 0.002258
0.977555 0.003695
0.966028 0.005315
0.953057 0.007096
0.938917 0.009013
0.923844 0.011039
0.90804 0.013149
0.891673 0.015317
0.874885 0.017517
0.857794 0.019728
0.840496 0.021927
0.823069 0.024096
0.805576 0.026219
0.788066 0.028282
0.770576 0.030273
0.753133 0.032185
0.735758 0.034012
0.718461 0.035749
0.701251 0.037395
0.68413 0.038951
0.667097 0.040419
0.650149 0.041802
0.63328 0.043106
0.616483 0.044335
0.599751 0.045497
0.583073 0.046597
0.566444 0.047643
0.549854 0.048641
0.533295 0.049596
0.516762 0.050515
0.500247 0.0514
0.483747 0.052257
0.467258 0.053086
0.450777 0.053888
0.434305 0.054664
0.417842 0.055411
0.401391 0.056126
0.384958 0.056804
0.368548 0.057439
0.352172 0.058023
0.33584 0.058548
0.319566 0.059005
0.303365 0.059383
0.287257 0.05967
0.271262 0.059857
0.255404 0.05993
0.239709 0.05988
0.224208 0.059694
0.208931 0.059364
0.193915 0.058879
0.179195 0.058231
0.164813 0.057414
0.15081 0.056424
0.137231 0.055258
0.124122 0.053915
0.111529 0.052399
0.099501 0.050712
0.088086 0.048864
0.077329 0.046863
0.067276 0.044723
0.057969 0.042459
0.049445 0.040089
0.041737 0.037631
0.034868 0.035108
0.028853 0.03254
0.023695 0.029952
0.019383 0.027364
0.015888 0.024798
0.01316 0.022271
0.011128 0.019797
0.009693 0.017386
0.008721 0.015038
0.008046 0.012746
0.007458 0.010491
0.006702 0.008239
0.005468 0.005942
0.003389 0.003529
3e-05 0.00091
3e-05 -0.00091
0.000337 -0.002834
0.000806 -0.004655
0.00148 -0.006477
0.002449 -0.008291
0.003758 -0.010038
0.005401 -0.011662
0.007347 -0.013128
0.009571 -0.014441
0.012078 -0.015637
0.014919 -0.016781
0.018181 -0.017951
0.021987 -0.019225
0.026473 -0.020671
0.031772 -0.022339
0.038002 -0.024255
0.045248 -0.026419
0.053559 -0.028809
0.062942 -0.031383
0.073365 -0.034082
0.084763 -0.036843
0.097044 -0.039596
0.110098 -0.042275
0.123809 -0.044821
0.13806 -0.047184
0.152743 -0.049325
0.16776 -0.051218
0.183033 -0.052848
0.198496 -0.054208
0.214104 -0.055304
0.229825 -0.056146
0.245638 -0.056749
0.261531 -0.057132
0.277498 -0.057316
0.293534 -0.057321
0.309636 -0.057169
0.325796 -0.056882
0.342007 -0.056478
0.358257 -0.055979
0.374534 -0.055402
0.390825 -0.054767
0.407118 -0.054089
0.423401 -0.053385
0.439668 -0.052668
0.455916 -0.051948
0.472148 -0.051234
0.488369 -0.050529
0.504589 -0.049832
0.520823 -0.049138
0.537084 -0.048438
0.553388 -0.047718
0.569748 -0.046962
0.586174 -0.046152
0.602673 -0.045269
0.61925 -0.044295
0.635905 -0.043217
0.652634 -0.042022
0.669433 -0.040704
0.686298 -0.03926
0.703224 -0.037693
0.72021 -0.036008
0.737259 -0.034213
0.754375 -0.032318
0.771566 -0.03033
0.788838 -0.028256
0.806195 -0.026104
0.823631 -0.023879
0.841124 -0.021588
0.858628 -0.019246
0.876065 -0.016873
0.893311 -0.014503
0.910193 -0.012182
0.926476 -0.009967
0.941865 -0.00792
0.956018 -0.006095
0.96857 -0.004523
0.979198 -0.003193
0.987737 -0.002048
0.994378 -0.001
1.0 0.0
